href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,to_topicLv3Key,to_topicLv3Label,reason
thu-vien/cach-ke-khai-thue-voi-thu-nhap-tu-tien-cho-thue-nha.html,Cách kê khai thuế với thu nhập từ tiền cho thuê nhà,thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-ke-khai-ho-so-thoi-han,HKD kê khai/hồ sơ/thời hạn,rule-kekhai
thu-vien/cach-tinh-thue-ho-kinh-doanh-theo-phuong-phap-ke-khai.html,Cách tính thuế hộ kinh doanh theo phương pháp kê khai,thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-tinh-thue-va-nop-thay,HKD tính thuế và nộp thay,rule-tinhthue
thu-vien/cach-tinh-thue-nop-thay-cho-ca-nhan-kinh-doanh.html,Doanh nghiệp nộp thuế thay cho cá nhân kinh doanh,thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-tinh-thue-va-nop-thay,HKD tính thuế và nộp thay,rule-tinhthue
thu-vien/che-do-ke-toan-cho-ho-kinh-doanh-ca-nhan-kinh-doanh.html,"Thông tư 152/2025/TT-BTC hướng dẫn kế toán cho hộ kinh doanh, cá nhân kinh doanh",thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-che-do-ke-toan,HKD chế độ kế toán,rule-chedo
thu-vien/dia-diem-noi-nop-to-khai-tien-thue-cua-ho-kinh-doanh.html,"Địa điểm, nơi nộp tờ khai, tiền thuế của hộ kinh doanh",thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-ke-khai-ho-so-thoi-han,HKD kê khai/hồ sơ/thời hạn,rule-kekhai
thu-vien/ho-so-ke-khai-thue-cua-ho-ca-nhan-kinh-doanh.html,Hồ sơ kê khai thuế của hộ kinh doanh theo Thông tư 18/2026,thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-ke-khai-ho-so-thoi-han,HKD kê khai/hồ sơ/thời hạn,rule-kekhai
thu-vien/huong-dan-ho-kinh-doanh-ke-khai-nop-thue-2026.html,Hướng dẫn hộ kinh doanh kê khai nộp thuế 2026,thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-ke-khai-ho-so-thoi-han,HKD kê khai/hồ sơ/thời hạn,rule-kekhai
thu-vien/huong-dan-tinh-thue-ho-kinh-doanh-ca-the-ca-nhan-kinh-doanh.html,"Cách tính thuế khoán hộ kinh doanh, cá nhân kinh doanh",thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-tinh-thue-va-nop-thay,HKD tính thuế và nộp thay,rule-tinhthue
thu-vien/thoi-han-nop-to-khai-bao-cao-thue-cua-ho-kinh-doanh.html,Thời hạn nộp tờ khai báo cáo thuế của hộ kinh doanh 2026,thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-ke-khai-ho-so-thoi-han,HKD kê khai/hồ sơ/thời hạn,rule-kekhai
thu-vien/thue-mon-bai-cua-ho-ca-nhan-kinh-doanh.html,Thuế môn bài của hộ kinh doanh năm 2026,thue,Thuế - Hóa đơn,ho-ca-nhan-kinh-doanh,Hộ/Cá nhân kinh doanh,hkd-mon-bai,HKD môn bài,rule-monbai
