href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,planned_to_topicLv3Key,planned_to_topicLv3Label,actual_to_topicLv3Key,actual_to_topicLv3Label,status
thu-vien/hach-toan-kinh-phi-cong-doan-theo-thong-tu-200-va-tt-133.html,Hạch toán kinh phí công đoàn theo Thông tư 99 và thông tư 133,lao-dong-bao-hiem,Lao động - Bảo hiểm,cong-doan,Công đoàn,cong-doan-hach-toan-thue,Công đoàn hạch toán/thuế,cong-doan-hach-toan-thue,Công đoàn hạch toán/thuế,ok
thu-vien/huong-dan-so-32-hd-tld-tai-chinh-cong-doan-nam-2025.html,Hướng dẫn số 32/HD-TLĐ xây dựng dự toán tài chính công đoàn năm 2025,lao-dong-bao-hiem,Lao động - Bảo hiểm,cong-doan,Công đoàn,cong-doan-huong-dan-van-ban,Công đoàn hướng dẫn/văn bản,cong-doan-huong-dan-van-ban,Công đoàn hướng dẫn/văn bản,ok
thu-vien/huong-dan-trich-nop-kinh-phi-cong-doan-moi-nhat.html,Quyết định 1754/QĐ-TLĐ hướng dẫn nộp kinh phí công đoàn 2025,lao-dong-bao-hiem,Lao động - Bảo hiểm,cong-doan,Công đoàn,cong-doan-trich-nop-ty-le-muc-dong,Công đoàn trích nộp/tỷ lệ/mức đóng,cong-doan-trich-nop-ty-le-muc-dong,Công đoàn trích nộp/tỷ lệ/mức đóng,ok
thu-vien/kinh-phi-cong-doan-co-duoc-tru-khi-tinh-thue-tndn-khong.html,Kinh phí công đoàn có được trừ khi tính thuế TNDN không?,lao-dong-bao-hiem,Lao động - Bảo hiểm,cong-doan,Công đoàn,cong-doan-hach-toan-thue,Công đoàn hạch toán/thuế,cong-doan-hach-toan-thue,Công đoàn hạch toán/thuế,ok
thu-vien/muc-dong-kinh-phi-cong-doan-theo-ty-le-trich-nop-moi-nhat.html,Mức đóng kinh phí công đoàn theo tỷ lệ trích nộp mới nhất năm 2026,lao-dong-bao-hiem,Lao động - Bảo hiểm,cong-doan,Công đoàn,cong-doan-trich-nop-ty-le-muc-dong,Công đoàn trích nộp/tỷ lệ/mức đóng,cong-doan-trich-nop-ty-le-muc-dong,Công đoàn trích nộp/tỷ lệ/mức đóng,ok
thu-vien/muc-phat-khong-dong-kinh-phi-cong-doan.html,Mức phạt không đóng kinh phí công đoàn năm 2026,lao-dong-bao-hiem,Lao động - Bảo hiểm,cong-doan,Công đoàn,cong-doan-xu-phat-vi-pham,Công đoàn xử phạt vi phạm,cong-doan-xu-phat-vi-pham,Công đoàn xử phạt vi phạm,ok
thu-vien/ty-le-trich-nop-kinh-phi-cong-doan-len-cap-tren.html,Tỷ lệ trích nộp kinh phí công đoàn 2026 lên cấp trên,lao-dong-bao-hiem,Lao động - Bảo hiểm,cong-doan,Công đoàn,cong-doan-trich-nop-ty-le-muc-dong,Công đoàn trích nộp/tỷ lệ/mức đóng,cong-doan-trich-nop-ty-le-muc-dong,Công đoàn trích nộp/tỷ lệ/mức đóng,ok
