href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,to_topicLv3Key,to_topicLv3Label,reason
thu-vien/ban-hang-co-gia-tri-duoi-200-000-khong-phai-lap-hoa-don.html,Bán hàng có giá trị dưới 200.000 không phải lập hóa đơn,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,lap-xu-ly-hoa-don,Lập/Xử lý hóa đơn,rule-laphoadon
thu-vien/bat-buoc-su-dung-hoa-don-dien-tu-khi-nao.html,Thời hạn bắt buộc sử dụng hóa đơn điện tử,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,hoa-don-dien-tu,Hóa đơn điện tử,rule-hddt
thu-vien/bi-dong-ma-so-thue-co-duoc-xuat-hoa-don.html,"Xuất hóa đơn khi bị đóng Mã số thuế, cưỡng chế",thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,lap-xu-ly-hoa-don,Lập/Xử lý hóa đơn,rule-laphoadon
thu-vien/bo-hoa-don-xuat-khau-su-dung-hoa-don-thuong-mai-thay-the.html,Bỏ hóa đơn xuất khẩu sử dụng hóa đơn thương mại thay thế,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,lap-xu-ly-hoa-don,Lập/Xử lý hóa đơn,rule-laphoadon
thu-vien/ca-ch-xuat-hoa-don-hang-tieu-dung-noi-bo.html,Cách xuất hoá đơn hàng tiêu dùng nội bộ theo Nghị định 70/2025,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,hoa-don-dien-tu,Hóa đơn điện tử,rule-hddt
thu-vien/cac-cong-van-huong-xu-ly-hoa-don-dien-tu-moi-nhat-nam-2025.html,Các công văn ĐÁNG CHÚ Ý về hóa đơn điện tử mới nhất năm 2025,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,hoa-don-dien-tu,Hóa đơn điện tử,rule-hddt
thu-vien/cac-hanh-vi-bi-cam-trong-linh-vuc-hoa-don-chung-tu.html,"Các hành vi bị cấm trong lĩnh vực hóa đơn, chứng từ theo NĐ 70/2025",thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,lap-xu-ly-hoa-don,Lập/Xử lý hóa đơn,fallback-laphoadon
thu-vien/cac-hinh-thuc-thanh-toan-khong-dung-tien-mat.html,Các hình thức thanh toán không dùng tiền mặt 2026 mới nhất,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,lap-xu-ly-hoa-don,Lập/Xử lý hóa đơn,fallback-laphoadon
thu-vien/cac-hinh-thuc-xu-phat-vi-pham-hanh-chinh-ve-thue.html,Các hình thức xử phạt vi phạm hành chính về hóa đơn và thuế,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,lap-xu-ly-hoa-don,Lập/Xử lý hóa đơn,fallback-laphoadon
thu-vien/cac-loai-bao-cao-thue-phai-nop-hang-thang-va-quy.html,Các loại báo cáo thuế phải nộp hàng Tháng và Quý,thue,Thuế - Hóa đơn,gtgt-hoa-don,GTGT - Hóa đơn,lap-xu-ly-hoa-don,Lập/Xử lý hóa đơn,fallback-laphoadon
