href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,to_topicLv3Key,to_topicLv3Label,reason
thu-vien/mau-bang-tinh-thue-tndn-tren-excel.html,Mẫu bảng tính thuế TNDN 2026 trên Excel,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-thue-hoa-don,Excel thuế/hóa đơn,rule-thue
thu-vien/mau-bang-tong-hop-nhap-xuat-ton-tren-excel.html,Mẫu bảng tổng hợp Nhập Xuất Tồn trên Excel 2026,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-kho-tscd-tien,Excel kho/TSCĐ/tiền,rule-kho
thu-vien/mau-bang-trich-khau-hao-tai-san-co-dinh-tren-excel.html,Mẫu bảng trích khấu hao tài sản cố định trên Excel 2026 mới nhất,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-kho-tscd-tien,Excel kho/TSCĐ/tiền,rule-kho
thu-vien/mau-bao-cao-tai-chinh-theo-quyet-dinh-15-excel.html,Mẫu báo cáo tài chính theo quyết định 15 Excel,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-bctc-so-sach-ke-toan,Excel BCTC/sổ sách kế toán,rule-bctc
thu-vien/mau-bao-cao-tai-chinh-theo-quyet-dinh-48-excel.html,Mẫu báo cáo tài chính Excel theo Quyết định 48 và TT 200 mới nhất,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-bctc-so-sach-ke-toan,Excel BCTC/sổ sách kế toán,rule-bctc
thu-vien/mau-c70a-hd-moi-nhat-theo-quyet-dinh-919.html,Mẫu C70a-HD Excel theo Quyết định 636/QĐ-BHXH mới nhất 2019,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-luong-bhxh-nhan-su,Excel lương/BHXH/nhân sự,rule-luong
thu-vien/mau-he-thong-thang-bang-luong-moi-nhat-theo-nd-49.html,"Mẫu thang bảng lương 2026 Excel của Cty TNHH, Cổ phần",mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-luong-bhxh-nhan-su,Excel lương/BHXH/nhân sự,rule-luong
thu-vien/mau-so-quy-tien-mat-theo-thong-tu-99.html,Mẫu sổ quỹ tiền mặt theo Thông tư 99,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-kho-tscd-tien,Excel kho/TSCĐ/tiền,rule-kho
thu-vien/mau-so-sach-ke-toan-tren-excel-theo-quyet-dinh-48-15.html,Mẫu sổ sách kế toán Excel theo Thông tư 133 và 200,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,excel-bctc-so-sach-ke-toan,Excel BCTC/sổ sách kế toán,rule-bctc
thu-vien/phan-mem-dang-ky-ma-so-thue-ca-nhan-moi-nhat.html,Phần mềm đăng ký MST cá nhân QTTNCN 3.3.2 mới nhất 2019,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,cong-cu-ho-tro-ke-khai-cu,Công cụ hỗ trợ kê khai (cũ),rule-congcu
thu-vien/phan-mem-ho-tro-ke-khai-thue-3-4-3-moi-nhat.html,Phần mềm hỗ trợ kê khai thuế 3.4.3 mới nhất,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,cong-cu-ho-tro-ke-khai-cu,Công cụ hỗ trợ kê khai (cũ),rule-congcu
thu-vien/phan-mem-ho-tro-ke-khai-thue-3-8-1-moi-nhat.html,Phần mềm hỗ trợ kê khai thuế 3.8.1 mới nhất,mau-file-ke-khai,Mẫu file & kê khai,excel-va-cong-cu-khac,Excel - Công cụ khác,cong-cu-ho-tro-ke-khai-cu,Công cụ hỗ trợ kê khai (cũ),rule-congcu
