href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,planned_to_topicLv3Key,planned_to_topicLv3Label,actual_to_topicLv3Key,actual_to_topicLv3Label,status
thu-vien/quyet-dinh-1018-qd-bhxh-quy-dinh-thu-chi-bhxh-bhyt.html,"Quyết định 1018/QĐ-BHXH Quy định thu, chi BHXH, BHYT",lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,ok
thu-vien/quyet-dinh-1040-qd-bhxh-mau-bao-cao-su-dung-lao-dong-tham-gia-bhxh.html,Quyết định 1040/QĐ-BHXH Mẫu Báo cáo sử dụng lao động tham gia BHXH,lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,ok
thu-vien/quyet-dinh-1408-qd-tld-quy-dinh-ve-tai-chinh-cong-doan.html,Quyết định 1408/QĐ-TLĐ Quy định về tài chính công đoàn,lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-cong-doan-doan-phi,Quyết định công đoàn/đoàn phí,qd-cong-doan-doan-phi,Quyết định công đoàn/đoàn phí,ok
thu-vien/quyet-dinh-166-qd-bhxh-quy-trinh-giai-quyet-che-do-bhxh.html,"Quyết định 166/QĐ-BHXH Quy trình giải quyết chế độ BHXH, BHTN",lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,ok
thu-vien/quyet-dinh-595-qd-bhxh-thay-the-qd-959-cua-bhxh-viet-nam.html,Quyết định 595/QĐ-BHXH thay thế QĐ 959/QĐ-BHXH của BHXH Việt Nam,lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,ok
thu-vien/quyet-dinh-61-qd-tld-ve-dieu-chinh-giam-muc-dong-doan-phi-cong-doan.html,Giảm mức đóng đoàn phí công đoàn từ ngày 01/07/2025,lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-cong-doan-doan-phi,Quyết định công đoàn/đoàn phí,qd-cong-doan-doan-phi,Quyết định công đoàn/đoàn phí,ok
thu-vien/quyet-dinh-636-qd-bhxh-quy-dinh-ve-che-do-bhxh.html,Quyết định 636/QĐ-BHXH Quy định về chế độ BHXH,lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,ok
thu-vien/quyet-dinh-8086-qd-tld-huong-dan-thu-doan-phi-cong-doan.html,Quyết định 8086/QĐ-TLĐ hướng dẫn thu đoàn phí công đoàn 2024,lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-cong-doan-doan-phi,Quyết định công đoàn/đoàn phí,qd-cong-doan-doan-phi,Quyết định công đoàn/đoàn phí,ok
thu-vien/quyet-dinh-919-qd-bhxh-ngay-26-8-2015-cua-bhxh-viet-nam.html,Quyết định 919/QĐ-BHXH Sửa đổi bổ sung QĐ 01/QĐ-BHXH,lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,ok
thu-vien/quyet-dinh-959-qd-bhxh-quy-dinh-ve-bhxh-bhyt-bhtn.html,"Quyết định 959/QĐ-BHXH Quy định về BHXH, BHYT, BHTN",lao-dong-bao-hiem,Lao động - Bảo hiểm,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,qd-bhxh-bhyt-bhtn,Quyết định BHXH/BHYT/BHTN,ok
