href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,to_topicLv3Key,to_topicLv3Label,reason
thu-vien/bao-cao-su-dung-chung-tu-khau-tru-thue-tncn-ctt25-ac.html,Báo cáo sử dụng Chứng từ khấu trừ thuế TNCN Mẫu CTT25/AC,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,khau-tru-chung-tu,Khấu trừ/Chứng từ,rule-khautru
thu-vien/ca-ch-ke-khai-thue-tncn-tu-trung-thuong.html,Cách kê khai thuế TNCN từ trúng thưởng,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,ke-khai-quyet-toan,Kê khai/Quyết toán,rule-kekhai
thu-vien/cac-khoan-chi-co-tinh-chat-phuc-loi-co-tinh-thue-tncn-khong.html,Các khoản chi có tính chất phúc lợi có tính thuế TNCN không,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,tinh-thue-bieu-thue,Tính thuế/Biểu thuế,rule-tinhthue
thu-vien/cac-khoan-duoc-giam-tru-khi-tinh-thue-tncn.html,Các khoản được giảm trừ khi tính thuế TNCN 2025 mới nhất,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,giam-tru-mien-thue,Giảm trừ/Miễn thuế,rule-giamtru
thu-vien/cac-khoan-giam-tru-gia-canh-moi-nhat.html,Mức giảm trừ gia cảnh mới nhất năm 2025 và 2026,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,giam-tru-mien-thue,Giảm trừ/Miễn thuế,rule-giamtru
thu-vien/cac-khoan-phu-cap-tro-cap-de-xac-dinh-thu-nhap-chiu-thue-tncn.html,"Công văn số 1381/TCT-TNCN Các khoản phụ cấp, trợ cấp để tính thuế TNCN",thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,tinh-thue-bieu-thue,Tính thuế/Biểu thuế,rule-tinhthue
thu-vien/cac-khoan-thu-nhap-chiu-thue-thu-nhap-ca-nhan.html,Các khoản thu nhập chịu thuế TNCN năm 2025,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,doi-tuong-thu-nhap,Đối tượng/Thu nhập chịu thuế,rule-doituong
thu-vien/cac-khoan-thu-nhap-duoc-mien-giam-thue-thu-nhap-ca-nhan.html,Các khoản được miễn thuế TNCN (Không phải chịu thuế TNCN),thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,giam-tru-mien-thue,Giảm trừ/Miễn thuế,rule-giamtru
thu-vien/cac-truong-hop-duoc-uy-quyen-quyet-toan-thue-tncn.html,Các trường hợp được ủy quyền quyết toán thuế TNCN 2025,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,ke-khai-quyet-toan,Kê khai/Quyết toán,rule-kekhai
thu-vien/cach-dang-ky-nguoi-phu-thuoc-giam-tru-gia-canh-moi-nhat.html,Cách đăng ký người phụ thuộc trên Dịch Vụ Công,thue,Thuế - Hóa đơn,tncn,Thuế thu nhập cá nhân,giam-tru-mien-thue,Giảm trừ/Miễn thuế,rule-giamtru
