href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,to_topicLv3Key,to_topicLv3Label,reason
thu-vien/bhxh-bat-buoc-doi-voi-chu-ho-kinh-doanh.html,BHXH bắt buộc đối với chủ hộ kinh doanh từ ngày 01/7/2025,lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,doi-tuong-muc-dong,Đối tượng/Mức đóng,rule-doituong
thu-vien/bhxh-bat-buoc-doi-voi-nld-lam-viec-khong-tron-thoi-gian.html,BHXH bắt buộc đối với NLĐ làm việc không trọn thời gian,lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,doi-tuong-muc-dong,Đối tượng/Mức đóng,rule-doituong
thu-vien/bhxh-doi-voi-nguoi-lao-dong-lam-viec-2-noi-hoac-nhieu-noi.html,BHXH đối với người lao động làm việc 2 nơi hoặc nhiều nơi năm 2026,lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,doi-tuong-muc-dong,Đối tượng/Mức đóng,rule-doituong
thu-vien/bhxh-doi-voi-nguoi-quan-ly-doanh-nghiep-khong-huong-luong.html,BHXH đối với người quản lý doanh nghiệp không hưởng lương,lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,doi-tuong-muc-dong,Đối tượng/Mức đóng,rule-doituong
thu-vien/cac-che-do-bao-hiem-xa-hoi.html,Các chế độ bảo hiểm xã hội 2025 mới nhất theo Luật BHXH,lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,che-do-muc-huong,Chế độ/Mức hưởng,rule-chedo
thu-vien/cac-diem-moi-ve-doi-tuong-dong-bhxh-bhyt-bat-buoc-ke-tu-1-7-2025.html,"Các điểm mới về đối tượng đóng BHXH, BHYT bắt buộc từ ngày 1/7/2025",lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,doi-tuong-muc-dong,Đối tượng/Mức đóng,rule-doituong
thu-vien/cac-hanh-vi-bi-nghiem-cam-trong-linh-vuc-bhxh.html,Các hành vi bị nghiêm cấm trong lĩnh vực BHXH,lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,vi-pham-xu-phat,Vi phạm/Xử phạt,rule-xuphat
thu-vien/cach-ghi-mau-01b-hsb-theo-quyet-dinh-166.html,"Cách viết mẫu 01B-HSB chế độ thai sản, ốm đau theo QĐ 2222/QĐ-BHXH",lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,ho-so-thu-tuc,Hồ sơ/Thủ tục,rule-thutuc
thu-vien/cach-ghi-mau-c70a-hd-theo-quyet-dinh-919.html,"Cách ghi mẫu C70a-HD đề nghị hưởng chế độ thai sản, ốm đau",lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,ho-so-thu-tuc,Hồ sơ/Thủ tục,rule-thutuc
thu-vien/cach-ghi-mau-tk3-ts-to-khai-thong-tin-dn-tham-gia-bhxh.html,Cách lập Mẫu TK3-TS theo Quyết định 490/QĐ-BHXH mới nhất năm 2025,lao-dong-bao-hiem,Lao động - Bảo hiểm,bao-hiem,BHXH - BHYT - BHTN,ho-so-thu-tuc,Hồ sơ/Thủ tục,rule-thutuc
