href,title,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,to_topicLv3Key,to_topicLv3Label,reason
thu-vien/cach-tra-cuu-ma-so-thue-ca-nhan.html,"Cách tra cứu mã số thuế cá nhân bằng CCCD, CMND, MST",thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-tra-cuu-cau-truc-trang-thai,MST tra cứu/cấu trúc/trạng thái,rule-tracuu
thu-vien/cach-tra-cuu-ma-so-thue-ca-nhan-cong-ty-qua-mang.html,"Cách tra cứu mã số thuế Cá nhân, Công ty online",thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-tra-cuu-cau-truc-trang-thai,MST tra cứu/cấu trúc/trạng thái,rule-tracuu
thu-vien/cau-truc-ma-so-thue.html,"Cấu trúc mã số thuế doanh nghiệp, cá nhân, hộ kinh doanh",thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-tra-cuu-cau-truc-trang-thai,MST tra cứu/cấu trúc/trạng thái,rule-tracuu
thu-vien/dang-ky-thue-lan-dau-cua-ca-nhan-ho-kinh-doanh-2025-theo-tt86.html,"Đăng ký thuế lần đầu của cá nhân, hộ kinh doanh mới nhất năm 2025",thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-dang-ky-lan-dau-doi-tuong,MST đăng ký lần đầu/đối tượng,rule-dangky
thu-vien/danh-muc-trang-thai-ma-so-thue.html,Danh mục trạng thái mã số thuế theo Thông tư 86/2024/TT-BTC,thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-tra-cuu-cau-truc-trang-thai,MST tra cứu/cấu trúc/trạng thái,rule-tracuu
thu-vien/danh-sach-ma-thu-tuc-hanh-chinh-khi-nop-to-khai-thue.html,Danh sách mã thủ tục hành chính khi nộp tờ khai thuế,thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-thu-tuc-hanh-chinh-ho-so,MST thủ tục hành chính/hồ sơ,rule-thutuc
thu-vien/doi-tuong-phai-dang-ky-thue-cap-ma-so-thue.html,Đối tượng phải đăng ký thuế theo Thông tư 86/2024/TT-BTC,thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-dang-ky-lan-dau-doi-tuong,MST đăng ký lần đầu/đối tượng,rule-dangky
thu-vien/muc-phat-cham-nop-ho-so-dang-ky-thue-moi-nhat.html,"Mức phạt chậm nộp hồ sơ đăng ký thuế, thay đổi thông tin thuế",thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-thay-doi-va-xu-phat,MST thay đổi thông tin/xử phạt,rule-thaydoi
thu-vien/thay-doi-thong-tin-dang-ky-thue-cua-ca-nhan.html,Thay đổi thông tin đăng ký thuế của cá nhân 2026,thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-thay-doi-va-xu-phat,MST thay đổi thông tin/xử phạt,rule-thaydoi
thu-vien/thu-tuc-dang-ky-ma-so-thue-ca-nhan-cho-thue-tai-san.html,Thủ tục đăng ký mã số thuế cá nhân cho thuê tài sản 2026,thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-dang-ky-lan-dau-doi-tuong,MST đăng ký lần đầu/đối tượng,rule-dangky
thu-vien/thu-tuc-lam-ho-so-ke-khai-thue-ban-dau.html,Thủ tục hồ sơ khai thuế ban đầu 2021 Cty mới thành lập,thue,Thuế - Hóa đơn,ma-so-thue-dang-ky-thue,Mã số thuế - Đăng ký thuế,mst-thu-tuc-hanh-chinh-ho-so,MST thủ tục hành chính/hồ sơ,rule-thutuc
